node_id,paper_id,true_label,gcn_pred,gcn_correct,gat_pred,gat_correct,pca_x,pca_y,pca_z,tsne_x,tsne_y,tsne_z
701,2911787152,arxiv cs lg,arxiv cs cv,False,arxiv cs cv,False,0.10697478,-0.11549501,-0.10745693,-7.698458,-0.60154235,-0.23561741
702,2911965419,arxiv cs ir,arxiv cs si,False,arxiv cs si,False,-0.2693578,-0.37641537,0.09960775,15.610611,-11.380889,-25.052973
703,2912004605,arxiv cs lg,arxiv cs lg,True,arxiv cs lg,True,-0.22987282,0.40316138,0.22467303,-14.920671,-19.40856,3.8254967
704,2912030092,arxiv cs lg,arxiv cs cv,False,arxiv cs cv,False,-0.07226044,0.006801069,-0.13883066,-11.929294,-2.2261233,0.21784697
705,2912223035,arxiv cs it,arxiv cs ni,False,arxiv cs it,True,-0.2920057,0.120517865,-0.070422836,-6.938445,-9.472908,-20.489851
706,2912477994,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.29912078,-0.41367477,-0.18965083,18.957754,-10.854653,11.796744
707,2913058692,arxiv cs si,arxiv cs cl,False,arxiv cs cl,False,-0.34496424,-0.21003287,0.13788113,6.2896156,-18.4427,-6.2790823
708,2913079660,arxiv cs sy,arxiv cs lg,False,arxiv cs lg,False,0.35630286,0.037950367,-0.098609366,-3.252332,10.299284,2.9703102
709,2913547314,arxiv cs dc,arxiv cs lg,False,arxiv cs cv,False,-0.37778383,0.26359412,-0.17780247,-21.914835,-7.3472476,-4.4817615
710,2913624634,arxiv cs lg,arxiv cs lg,True,arxiv cs lg,True,0.34744942,-0.021484151,0.46992093,26.40028,14.879756,4.0476546
711,2913687563,arxiv cs lg,arxiv cs lg,True,arxiv cs cv,False,0.5270808,0.37211275,0.25644857,-11.915634,19.358109,7.536742
712,2913789312,arxiv cs cg,arxiv cs cv,False,arxiv cs cv,False,0.2852403,-0.017892376,-0.026744664,15.961513,10.833695,3.0862648
713,2914104942,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,-0.3242399,-0.010583565,-0.13807955,-18.251461,-16.876696,-2.993381
714,2914233300,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,-0.1765784,0.042803004,-0.19323727,0.23084994,-9.431305,22.252172
715,2914312101,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,-0.2988423,0.26354235,-0.03848993,0.8699279,-16.37321,11.176955
716,2914681686,arxiv cs ne,arxiv cs lg,False,arxiv cs cv,False,-0.17084599,0.18261221,-0.23614293,-6.029998,-11.0356245,-2.8261206
717,2914765585,arxiv cs ds,arxiv cs ds,True,arxiv cs ds,True,-0.11358476,0.47361165,-0.010634631,-7.337605,7.257059,16.023483
718,2914808443,arxiv cs lg,arxiv cs ai,False,arxiv cs lg,True,-0.24577159,-0.20974626,0.08206344,-10.033489,-26.77584,-23.944157
719,2914898847,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.43331325,-0.34262383,-0.40045863,7.558496,5.2694864,-5.1441298
720,2914949667,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,-0.33865723,-0.1325127,-0.31379232,-14.644885,-23.14725,16.694967
721,2915918561,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,-0.2480253,-0.38252854,-0.10035481,7.9395785,-8.509477,-12.501908
722,2916562010,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,-0.3343968,0.04202254,0.092490524,-1.6830868,-11.977243,21.251158
723,2916826721,arxiv cs lg,arxiv cs lg,True,arxiv cs lg,True,-0.030730724,0.117534414,0.11121738,-5.166995,-0.6706077,-4.0954895
724,2917138319,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,-0.050807893,0.01419121,-0.023767464,8.752329,-3.944657,14.2445345
725,2918130758,arxiv cs it,arxiv cs it,True,arxiv cs it,True,0.34668458,0.3870753,-0.24776393,-12.519051,12.498524,1.3969316
726,2918696414,arxiv cs et,arxiv cs cr,False,arxiv cs cr,False,-0.6153041,-0.1408277,-0.10485668,-1.222038,-13.968656,-1.277787
727,2920063196,arxiv cs lg,arxiv cs cv,False,arxiv cs lg,True,-0.051504254,-0.14374907,-0.0105917305,-1.0708427,1.9077566,-11.692478
728,2920431256,arxiv cs lg,arxiv cs cv,False,arxiv cs cv,False,0.45893884,-0.16354881,-0.05214262,9.495946,18.0593,-12.8539715
729,2920741755,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.599929,-0.26511657,-0.3957229,-16.234058,4.7186193,-25.452417
730,2920887644,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.3596351,-0.5267535,0.09677361,19.466015,14.066768,3.2846432
731,2921304802,arxiv cs cl,arxiv cs cl,True,arxiv cs cl,True,0.002080381,-0.7081735,0.23974624,22.38665,-10.828687,-18.25144
732,2921918986,arxiv cs sy,arxiv cs sy,True,arxiv cs ds,False,-0.2926613,0.41086137,-0.21217996,-23.036478,6.641827,-2.963238
733,2921979992,arxiv cs si,arxiv cs si,True,arxiv cs si,True,-0.18282366,0.55504096,-0.1504251,-11.047572,-0.97475463,18.532227
734,2922115235,arxiv cs cr,arxiv cs cv,False,arxiv cs cv,False,-0.11684984,-0.40758324,-0.4645242,-24.773783,-16.927898,-11.439423
735,2922249902,arxiv cs it,arxiv cs it,True,arxiv cs it,True,0.50569534,0.34676686,-0.2959991,-13.653145,28.520844,-4.058227
736,2922344980,arxiv cs sy,arxiv cs sy,True,arxiv cs sy,True,0.22080487,0.38846982,-0.06860723,-21.275187,14.5658655,10.126663
737,2922422516,arxiv cs sy,arxiv cs sy,True,arxiv cs sy,True,-0.30089772,0.23895575,0.18944648,-11.115945,-18.874975,3.3939757
738,2922717338,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.2517048,0.13425142,-0.22022736,13.013136,3.6531112,13.4629965
739,2922874720,arxiv cs lg,arxiv cs lg,True,arxiv cs lg,True,0.32320797,-0.22560994,-0.068411045,11.466389,25.774584,-0.44623733
740,2923908626,arxiv cs ro,arxiv cs cy,False,arxiv cs se,False,-0.7429966,-0.27899164,0.08088626,-3.5802898,-25.34819,-17.698936
741,2924032504,arxiv cs hc,arxiv cs cv,False,arxiv cs cv,False,-0.1449421,-0.20469747,-0.1683633,9.155417,-2.2283936,-2.5343962
742,2924116063,arxiv cs lg,arxiv cs cv,False,arxiv cs cv,False,0.055013955,-0.008398578,-0.09487202,-4.0548115,1.3131958,0.7770662
743,2925348613,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.051135957,-0.5745541,0.12208089,22.733124,-4.429837,-2.7214847
744,2926841917,arxiv cs cr,arxiv cs cr,True,arxiv cs cr,True,0.10470605,-0.026492074,-0.22120586,-15.0385475,5.7420774,-12.836638
745,2928530452,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.17191476,-0.02612345,0.20706382,10.503014,1.9318504,-2.6108398
747,2929095093,arxiv cs dc,arxiv cs dc,True,arxiv cs cr,False,-0.2811342,-0.045602143,0.015398331,-11.816773,-7.7093477,-21.277922
748,2930003153,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.11672354,-0.017610237,0.086635485,-29.05574,-8.88855,-0.21946514
749,2930382063,arxiv cs it,arxiv cs it,True,arxiv cs it,True,0.24590695,0.4340142,-0.34292838,-16.563396,20.63262,-3.6389532
750,2932480350,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,-0.19222993,0.13622412,-0.085498534,8.782506,-11.88866,15.780982
751,2933655602,arxiv cs cl,arxiv cs cl,True,arxiv cs cl,True,-0.41629067,-0.3072698,0.13066514,5.0936623,-24.102146,-7.9868174
752,2933714206,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.83066714,-0.49840242,0.235672,25.520613,0.87118745,-14.25043
753,2934806712,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.48384118,-0.22791617,-0.28115165,12.713263,3.4853294,9.991475
754,2935117511,arxiv cs pl,arxiv cs ds,False,arxiv cs ds,False,0.3450656,0.106837,0.34924877,14.081401,27.271395,5.192068
755,2936295285,arxiv cs cl,arxiv cs cv,False,arxiv cs cv,False,0.44277585,-0.035470724,-0.13103151,-3.213345,13.6565485,-4.065483
756,2936520980,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.40822303,-0.40264523,0.08771513,-19.848162,8.393001,7.5644836
757,2936883713,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.24949884,-0.38903427,-0.08689863,14.962207,6.1540036,-21.434483
758,2936899590,arxiv cs cr,arxiv cs cr,True,arxiv cs cv,False,-0.51658463,0.36430842,-0.10582975,-5.5923896,-26.808601,12.968675
759,2938696877,arxiv cs lg,arxiv cs cv,False,arxiv cs cv,False,1.0510919,-0.87858,0.5692888,21.227385,15.589886,-3.1022882
760,2938927628,arxiv cs lo,arxiv cs sy,False,arxiv cs sy,False,-0.11874211,0.36547035,-0.24280804,-4.9150944,-9.272917,18.082197
761,2939522634,arxiv cs cl,arxiv cs cl,True,arxiv cs cv,False,0.25549376,-0.49753368,0.19456062,21.948254,4.5799274,-4.369906
762,2940183409,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.03696668,0.16277383,-0.3200123,11.362443,-5.9886284,18.268406
763,2941026327,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.26268494,-0.26055408,-0.20714355,18.772602,6.430851,20.147121
764,2941665138,arxiv cs it,arxiv cs it,True,arxiv cs it,True,-0.1396789,0.31683686,-0.2725887,-20.577723,1.0693562,-10.10228
765,2941859709,arxiv cs lg,arxiv cs cv,False,arxiv cs cv,False,0.6455709,0.11031128,-0.06168788,0.3615447,18.778606,-1.8279822
766,2942047809,arxiv cs cl,arxiv cs cl,True,arxiv cs cl,True,-0.33262512,-0.20040767,-0.009172887,0.1809185,-22.171705,-7.3652945
767,2942135187,arxiv cs lg,arxiv cs cv,False,arxiv cs cv,False,0.15711236,-0.047204375,-0.33612183,-1.3204154,8.263424,-1.4072998
768,2942637361,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,-0.15577126,0.48133653,0.075433165,-9.049605,12.347997,31.191563
769,2942669846,arxiv cs lg,arxiv cs lg,True,arxiv cs lg,True,0.80383873,-0.25173545,0.38937357,9.470591,23.549583,1.4005148
770,2942775600,arxiv cs lg,arxiv cs cv,False,arxiv cs lg,True,-0.17285198,-0.08095251,-0.28070846,-6.8412347,-10.4045315,12.121301
771,2943913916,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,-0.11660075,-0.16151638,-0.13466185,4.01271,-8.485869,4.7937775
772,2944151897,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.06408924,-0.03518215,-0.49477375,5.149551,-7.785941,11.428566
773,2944460305,arxiv cs ds,arxiv cs ds,True,arxiv cs ds,True,-0.10650432,0.2501808,-0.04094956,-2.1355436,30.652811,0.8453643
774,2944855023,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.13514662,0.24590774,-0.36882275,-23.806196,11.092873,-2.0787575
775,2944983703,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.41187167,-0.5139415,-0.268809,20.088314,-6.3124094,10.192836
776,2945051179,arxiv cs cy,arxiv cs si,False,arxiv cs cr,False,-0.6975985,0.13064635,-0.17750338,-18.330675,-19.680088,-5.040523
777,2945083850,arxiv cs cl,arxiv cs cl,True,arxiv cs cl,True,-0.084192395,-0.14198436,-0.09043185,-5.7275805,-4.5587363,-0.14882702
778,2945584410,arxiv cs lg,arxiv cs lg,True,arxiv cs lg,True,-0.6590809,0.2028079,-0.112733044,-9.14866,-11.481896,-25.21958
779,2945603434,arxiv cs dc,arxiv cs gt,False,arxiv cs gt,False,-0.34688485,0.21190202,-0.21182859,0.8921519,-19.79308,8.981723
780,2945692665,arxiv cs dm,arxiv cs lo,False,arxiv cs lo,False,0.015508592,0.07238822,0.25575382,8.127892,15.860592,18.727337
781,2946019926,arxiv cs cl,arxiv cs cl,True,arxiv cs cl,True,0.59852123,-0.59067994,0.46377167,19.855354,20.983173,-12.678589
782,2946044191,arxiv cs lg,arxiv cs cv,False,arxiv cs cv,False,0.0069636703,0.1287616,-0.04000844,-2.9964573,-3.9143229,12.845887
783,2946173551,arxiv cs ds,arxiv cs ds,True,arxiv cs ds,True,-0.19188535,0.13725658,0.39279708,12.014356,-21.459543,22.10996
784,2946356375,arxiv cs cr,arxiv cs cr,True,arxiv cs cr,True,-0.4047351,-0.18436469,-0.1570625,-21.85309,-17.290047,-11.02912
785,2946555364,arxiv cs ne,arxiv cs dc,False,arxiv cs dc,False,-0.04645163,0.32889885,-0.17854154,-2.0977783,23.233715,10.392267
786,2946584487,arxiv cs lg,arxiv cs lg,True,arxiv cs lg,True,-0.16141939,-0.3639382,0.19976678,7.5182247,1.3004258,-18.803436
787,2946869570,arxiv cs cl,arxiv cs cl,True,arxiv cs cl,True,0.14885384,-0.009373009,-0.0642653,-8.864421,2.4896207,-5.539169
788,2947091137,arxiv cs lg,arxiv cs cv,False,arxiv cs cv,False,0.29976368,-0.16937052,0.31180522,26.5898,17.000671,-9.783259
789,2947219669,arxiv cs dl,arxiv cs dl,True,arxiv cs dl,True,-0.8005394,-0.11335118,0.25342324,-3.3789184,-25.381346,-8.862735
790,2947221669,arxiv cs lg,arxiv cs cv,False,arxiv cs cv,False,-0.18897033,-0.26665527,-0.08536946,7.95903,-10.378197,1.2004472
791,2947224127,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.3460722,0.0012996793,-0.41687015,7.864224,7.1190886,16.686579
792,2947461788,arxiv cs lg,arxiv cs lg,True,arxiv cs lg,True,0.64576113,0.065307625,0.1445913,-0.47100955,21.714725,1.4173893
793,2947477827,arxiv cs lg,arxiv cs cl,False,arxiv cs cl,False,0.106371164,0.07595899,0.08913711,-20.875446,1.1903708,10.856852
794,2947715232,arxiv cs lg,arxiv cs cl,False,arxiv cs cl,False,0.09522694,0.295556,-0.05700408,-1.7366446,10.309491,9.272809
795,2947756088,arxiv cs lg,arxiv cs lg,True,arxiv cs lg,True,-0.049868405,0.31257975,-0.11309185,-12.392175,3.3418615,14.471509
796,2948069823,arxiv cs lg,arxiv cs lg,True,arxiv cs lg,True,-0.10499543,0.3025025,0.39229158,-12.042933,12.26206,15.926744
797,2948281243,arxiv cs ro,arxiv cs cv,False,arxiv cs cv,False,0.31512582,-0.37682748,-0.12278182,19.602444,8.902882,-14.311621
798,2948743095,arxiv cs lg,arxiv cs cl,False,arxiv cs cl,False,-0.34214476,-0.73905027,0.627941,20.181442,-7.0991898,-6.422364
799,2948793189,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.4654596,-0.16482402,-0.16910908,7.595249,12.743765,-9.054422
800,2948930516,arxiv cs lg,arxiv cs lg,True,arxiv cs lg,True,-0.42480344,0.29842597,-0.03974136,-16.573107,-12.75506,14.148584
801,2948954099,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.37449813,-0.29037678,-0.102175646,6.5623727,12.148972,-6.4319344
802,2948957650,arxiv cs cy,arxiv cs cr,False,arxiv cs cr,False,-0.24245054,-0.18722026,0.09237467,-22.11295,-8.865181,-17.134007
804,2949089332,arxiv cs cl,arxiv cs cv,False,arxiv cs cv,False,-0.36822078,-0.046818063,-0.26883817,4.075997,-11.693952,9.074285
811,2949233314,arxiv cs cl,arxiv cs cl,True,arxiv cs cl,True,0.15936875,-0.22881903,0.56273556,24.75858,-1.5525886,-9.161434
814,2949268354,arxiv cs ro,arxiv cs ro,True,arxiv cs ro,True,-0.11832696,-0.03558871,-0.23296455,6.4069557,-1.8371209,-0.6201684
829,2949461269,arxiv cs cl,arxiv cs cl,True,arxiv cs cl,True,0.73288786,-0.69145393,1.1580204,13.297303,26.826426,10.105796
830,2949482052,arxiv cs lg,arxiv cs lg,True,arxiv cs lg,True,0.36921895,0.5387054,0.033822015,-3.4699194,14.925745,8.026191
832,2949510923,arxiv cs lg,arxiv cs lg,True,arxiv cs lg,True,0.023335636,0.33967954,0.047739007,-7.816595,9.509768,10.795261
861,2950070519,arxiv cs cy,arxiv cs cr,False,arxiv cs cr,False,-0.57776225,-0.14886935,0.008384977,-6.365896,-15.783951,-10.734837
870,2950148443,arxiv cs pf,arxiv cs it,False,arxiv cs it,False,-0.15417856,0.21965946,-0.47183883,-11.418296,20.758747,-13.440381
872,2950173087,arxiv cs ir,arxiv cs gt,False,arxiv cs gt,False,-0.1344111,-0.3567568,0.16989976,14.735597,-11.396414,-23.754078
877,2950257502,arxiv cs se,arxiv cs cr,False,arxiv cs se,True,-0.48464808,0.20187035,-0.10117871,-6.7097845,-28.409876,6.660907
879,2950280607,arxiv cs cl,arxiv cs cv,False,arxiv cs cv,False,0.19566524,-0.78389484,0.24959308,19.672695,-14.947359,-11.960484
882,2950339685,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.43182564,-0.11725323,-0.34723496,-7.2175016,5.544783,-16.813686
888,2950430068,arxiv cs ni,arxiv cs it,False,arxiv cs it,False,-0.22384894,0.23120522,0.009869877,-11.172764,-13.852174,14.224564
897,2950594207,arxiv cs hc,arxiv cs lg,False,arxiv cs lg,False,-0.008322418,0.379686,0.29885352,0.027077647,12.787505,7.4988804
898,2950595392,arxiv cs cl,arxiv cs cl,True,arxiv cs cl,True,-0.82400835,0.09475396,0.06559534,-5.3229003,-31.716335,-0.9227362
906,2950686074,arxiv cs ir,arxiv cs cv,False,arxiv cs cv,False,0.41086447,-0.25089818,-0.015820622,7.481462,8.559183,2.1392772
937,2951233667,arxiv cs cl,arxiv cs cl,True,arxiv cs cv,False,-0.05808425,-0.46292722,-0.03828691,20.292788,-7.87072,0.47664374
962,2951655313,arxiv cs lg,arxiv cs cv,False,arxiv cs cv,False,0.7933868,-0.16549154,0.10432691,15.856577,21.509924,-0.67875314
976,2951910662,arxiv cs cl,arxiv cs cl,True,arxiv cs cl,True,-0.32066688,-0.4680323,0.34010768,18.308073,-11.1052885,-8.516347
977,2951936753,arxiv cs lg,arxiv cs lg,True,arxiv cs cv,False,-0.3777846,-0.08850263,0.120130494,-7.2813344,-12.5942335,-8.654882
978,2951948694,arxiv cs lg,arxiv cs lg,True,arxiv cs lg,True,0.35087216,0.3557937,0.026004408,-5.9127555,15.291225,8.89102
984,2952044050,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,-0.34994736,0.055201307,-0.051132187,0.81387764,-16.648901,8.491869
993,2952169544,arxiv cs lo,arxiv cs ai,False,arxiv cs ai,False,0.22161794,-0.44310623,0.23608169,6.2221026,-0.6134836,-10.97922
995,2952213558,arxiv cs cl,arxiv cs cl,True,arxiv cs cl,True,0.18308991,-0.36010677,0.16809815,20.024612,1.313621,-5.52714
1004,2952314184,arxiv cs mm,arxiv cs cv,False,arxiv cs cv,False,-0.0499689,-0.8390963,0.31072643,25.028875,-5.736163,-9.796653
1011,2952364877,arxiv cs ai,arxiv cs cv,False,arxiv cs cl,False,-0.1611976,-0.17458756,-0.36992347,7.8070345,-8.077483,5.847773
1012,2952400500,arxiv cs dm,arxiv cs lo,False,arxiv cs lo,False,-0.49635643,0.11077069,0.55207527,17.372522,-22.64037,-16.763233
1018,2952491657,arxiv cs lg,arxiv cs lg,True,arxiv cs cv,False,-0.05450064,-0.03774765,0.096745625,2.8143435,-3.4744732,-14.505448
1033,2952752365,arxiv cs pl,arxiv cs lo,False,arxiv cs lo,False,-0.31485215,-0.0073111653,0.3854757,13.640444,-24.737696,-3.711625
1045,2952965520,arxiv cs dc,arxiv cs ro,False,arxiv cs ro,False,-0.10243893,0.15506357,-0.42272717,-10.943398,1.6160111,1.0806469
1046,2952968410,arxiv cs cg,arxiv cs ds,False,arxiv cs ds,False,-0.2284779,0.5093874,0.078714564,0.0889417,9.380925,21.707891
1071,2953182835,arxiv cs ro,arxiv cs cv,False,arxiv cs cv,False,-0.40814492,-0.06984116,-0.17065075,5.0922174,-5.8574066,0.8644369
1089,2953793718,arxiv cs lg,arxiv cs lg,True,arxiv cs lg,True,-0.15686667,-0.5308863,0.56189173,10.772472,-1.9497201,-25.914658
1091,2954053207,arxiv cs ir,arxiv cs cl,False,arxiv cs cl,False,-0.13769972,-0.3369732,0.24804258,11.589794,-10.715026,-17.277546
1092,2954594726,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.43432844,-0.23266245,0.006759662,18.884203,9.795241,-0.14836201
1093,2954744211,arxiv cs lg,arxiv cs cv,False,arxiv cs cv,False,-0.025116146,0.3869325,0.30143887,-9.338003,12.503921,22.129717
1094,2954884125,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,-0.08989805,-0.2337382,-0.35287294,18.786093,-10.351023,18.016989
1095,2955512971,arxiv cs ma,arxiv cs si,False,arxiv cs si,False,-0.1671567,0.036149472,-0.23744732,-5.094493,-5.382048,-10.798939
1096,2955819861,arxiv cs ro,arxiv cs lg,False,arxiv cs lg,False,-0.009201705,0.032478034,-0.30414045,9.228148,-2.882419,3.9721653
1098,2955914515,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,-0.36910763,0.06292784,-0.054707147,-2.9164598,-12.625142,9.790406
1099,2958127121,arxiv cs cl,arxiv cs cl,True,arxiv cs cl,True,-0.29458895,-0.85781074,0.55286235,13.609265,-14.129103,-20.928692
1100,2958373708,arxiv cs lg,arxiv cs cv,False,arxiv cs cv,False,0.78791976,-0.0944729,-0.025135413,13.256918,21.258932,-10.378328
1101,2958670508,arxiv cs cl,arxiv cs cl,True,arxiv cs cl,True,-0.608801,0.14684248,-0.1560272,-8.169879,-27.937645,12.444785
1102,2958885478,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.4484098,0.030448064,-0.111031495,2.2885103,10.2532835,-13.280022
1103,2959209404,arxiv cs ro,arxiv cs lg,False,arxiv cs lg,False,0.11317152,-0.24349134,-0.34352872,2.813897,-2.2922611,-2.494122
1104,2959816846,arxiv cs ds,arxiv cs ds,True,arxiv cs ds,True,0.75602543,0.6089909,0.50986195,-9.134379,24.619926,14.916283
1105,2960282122,arxiv cs cr,arxiv cs cr,True,arxiv cs cr,True,0.28188324,-0.37793922,0.015569657,-2.032121,12.120732,-25.625143
1106,2961036874,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.34353852,-0.44675106,-0.13463157,19.90697,9.505504,2.9296453
1107,2961075442,arxiv cs se,arxiv cs se,True,arxiv cs se,True,-0.44638112,0.21149723,-0.18980476,-19.462372,-15.379737,14.313867
1108,2961524200,arxiv cs gt,arxiv cs gt,True,arxiv cs gt,True,-0.41362625,0.23297268,0.41174138,5.041005,-5.6328015,33.80728
1109,2961655545,arxiv cs cv,arxiv cs cv,True,arxiv cs cv,True,0.29105914,-0.17349945,-0.20894974,15.755437,2.697823,10.33468
1112,2963052105,arxiv cs lg,arxiv cs lg,True,arxiv cs lg,True,0.2842487,0.5014795,0.42568758,-6.694566,21.310917,17.02553
1113,2963155310,arxiv cs ce,arxiv cs sy,False,arxiv cs sy,False,-0.40029088,0.44155067,-0.16074744,-7.3399434,-1.1521527,20.844795
1114,2963243612,arxiv cs ni,arxiv cs it,False,arxiv cs it,False,-0.10308677,0.28663298,-0.41542184,-9.709279,23.725813,-14.853444
1117,2963482016,arxiv cs lg,arxiv cs lg,True,arxiv cs lg,True,-0.10063213,0.35725868,-0.0154020265,-26.893948,6.6472535,1.9133893
1118,2964103096,arxiv cs db,arxiv cs si,False,arxiv cs si,False,0.15420485,-0.06535989,0.27641073,7.8074546,19.348398,15.767764
1119,2964156559,arxiv cs lg,arxiv cs lg,True,arxiv cs lg,True,-0.019148171,-0.4629283,-0.2961217,-7.0528736,8.85096,-20.033417
